epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,85.6768,2.0161,2.57319,2.12368,0.45814,0.4428,0.35388,0.15177,1.2709,15.0819,1.21141,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586
2,160.351,1.78764,2.17034,1.9443,0.54648,0.45339,0.45125,0.18735,1.31606,14.6683,1.29877,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327
3,233.614,1.83446,2.29105,2.03091,0.3208,0.24364,0.19737,0.07285,1.46596,15.0304,1.49541,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467
4,314.112,1.88026,2.43289,2.09396,0.42514,0.38388,0.34702,0.13306,1.37909,23.0267,1.41748,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,388.959,1.81282,2.35089,2.07322,0.5066,0.38665,0.39336,0.13454,1.40681,32.9328,1.48227,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,466.009,1.76062,2.25879,2.02777,0.57394,0.50636,0.50596,0.20665,1.28452,19.6353,1.34444,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,541.435,1.74216,2.19434,2.01182,0.6066,0.49153,0.50629,0.20567,1.33856,32.7369,1.40911,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,617.136,1.71688,2.13839,1.99058,0.62441,0.49788,0.53374,0.25173,1.19672,15.6128,1.26033,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,692.921,1.68674,2.0887,1.96256,0.61263,0.53072,0.55533,0.22539,1.32381,10.0858,1.35465,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,767.26,1.67819,2.03954,1.9586,0.66651,0.57415,0.59542,0.25499,1.27187,12.9464,1.32623,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,843.133,1.65968,2.00688,1.94097,0.68049,0.5964,0.61873,0.27764,1.20095,7.97322,1.26995,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,916.114,1.6398,1.97194,1.91575,0.77003,0.58881,0.66036,0.30104,1.22354,6.76451,1.25869,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,995.293,1.63031,1.92864,1.91609,0.75154,0.63347,0.69539,0.33328,1.18075,3.46247,1.24995,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1070.99,1.61485,1.91819,1.89205,0.77333,0.58686,0.68118,0.29729,1.20968,4.75644,1.2519,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1146.22,1.6108,1.8833,1.89647,0.72919,0.6197,0.66661,0.29504,1.24694,10.5672,1.28232,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,1218.51,1.58745,1.83978,1.87216,0.78628,0.60593,0.69882,0.33364,1.12848,2.79606,1.16614,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1295.73,1.59409,1.82906,1.87226,0.79682,0.60805,0.68285,0.29117,1.26757,4.58241,1.28166,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
