epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,119.855,1.90052,2.40206,2.07476,0.47044,0.4947,0.42283,0.16243,1.31241,11.2097,1.31105,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586
2,221.494,1.75667,2.10688,1.96214,0.53162,0.48411,0.44634,0.19322,1.34071,22.569,1.41037,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327
3,315.532,1.84058,2.31242,2.08062,0.37145,0.32615,0.2611,0.08324,1.53123,32.7665,1.6375,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467
4,410.738,1.88622,2.45612,2.14434,0.30752,0.29131,0.20652,0.06512,1.43641,73.6726,1.57202,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,503.976,1.82869,2.38749,2.10823,0.4975,0.41314,0.39285,0.13289,1.42059,20.5303,1.54319,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,597.47,1.77297,2.29031,2.05978,0.53269,0.47246,0.46265,0.19426,1.30523,13.455,1.40528,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,689.665,1.75553,2.20683,2.03076,0.678,0.48729,0.54957,0.22226,1.32681,8.36392,1.41442,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,785.883,1.72862,2.15184,2.02108,0.55488,0.45294,0.45966,0.17682,1.33423,13.9963,1.40528,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,882.264,1.70064,2.08782,1.9816,0.59236,0.51059,0.51537,0.20157,1.40776,8.02902,1.43661,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,972.46,1.67909,2.04075,1.96929,0.67282,0.55331,0.60213,0.26219,1.28214,8.44622,1.356,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1068.26,1.66819,1.99888,1.95334,0.72377,0.57415,0.6367,0.28245,1.23357,5.32255,1.32318,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1160.98,1.64307,1.95676,1.92183,0.76407,0.59349,0.66322,0.27754,1.2838,5.18137,1.34334,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1255.36,1.62912,1.93281,1.93598,0.7516,0.62606,0.69344,0.31912,1.26144,4.14206,1.29981,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1348.8,1.61355,1.90228,1.91774,0.72415,0.56144,0.64441,0.32303,1.17442,3.6108,1.23698,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
